id,predictions,CLUSTER_ID
2.18850422086546E+018,"7 : 0.3626866, 2 : 0.3517687, 2 : 0.06963662",15
2.18495120848217E+018,"3 : 0.21981771, 3 : 0.07115125, 10 : 0.057324287",15
2.17900745488986E+018,"12 : 0.07829243, 2 : 0.068125024, 7 : 0.033343785",15
2.17770032886935E+018,"3 : 0.16803886, 3 : 0.07255365, 3 : 0.0705319",15
2.17623876439184E+018,"2 : 0.059283964, 7 : 0.050354593, 7 : 0.038388688",15
2.17349106526606E+018,"2 : 0.19939049, 13 : 0.058546916, 2 : 0.037855025",15
2.17175225234209E+018,"10 : 0.5311036, 2 : 0.03700175, 10 : 0.03041232",15
2.16821133856484E+018,"3 : 0.42875242, 3 : 0.0718056, 3 : 0.053673487",15
2.16690396844434E+018,"3 : 0.2811584, 3 : 0.2620177, 3 : 0.1408819",15
2.16682503718833E+018,"3 : 0.372964, 3 : 0.22628605, 3 : 0.040297516",15
2.1660502567401E+018,"3 : 0.3791778, 2 : 0.06648181, 3 : 0.04305768",15
2.1572295309206E+018,"3 : 0.9763557, 3 : 0.0022447335, 3 : 0.001578296",15
2.15432869797135E+018,"3 : 0.5394099, 3 : 0.2756589, 6 : 0.02231774",15
2.15219200097439E+018,"7 : 0.28495002, 7 : 0.17912437, 7 : 0.17310384",15
2.1492543650645E+018,"3 : 0.8458449, 3 : 0.056526635, 3 : 0.018253278",15
2.14895793396108E+018,"4 : 0.37436226, 2 : 0.30220369, 2 : 0.14743029",15
2.1444661435644E+018,"7 : 0.10290728, 13 : 0.07055101, 2 : 0.059363067",15
2.14223566006774E+018,"3 : 0.5110554, 7 : 0.15984492, 7 : 0.04139367",15
2.13996789466108E+018,"3 : 0.6884657, 3 : 0.1812134, 3 : 0.02123704",15
2.13636153052078E+018,"3 : 0.5041614, 3 : 0.27235958, 3 : 0.05024179",15
2.1349937759074E+018,"2 : 0.18500331, 8 : 0.08911706, 3 : 0.08500682",15
2.13403611825603E+018,"2 : 0.85096526, 7 : 0.107326314, 12 : 0.007780473",15
2.1276601021368E+018,"3 : 0.26619846, 3 : 0.25089204, 3 : 0.1298658",15
2.12551640917273E+018,"3 : 0.90541923, 3 : 0.06717288, 3 : 0.0036086238",15
2.12389013108034E+018,"3 : 0.72940767, 3 : 0.15461239, 3 : 0.009096608",15
2.10578112198284E+018,"3 : 0.21129918, 12 : 0.07354087, 3 : 0.031302076",15
2.09574709111632E+018,"10 : 0.11191521, 6 : 0.049678843, 9 : 0.021843571",15
2.09235038072905E+018,"3 : 0.11746625, 3 : 0.09098447, 3 : 0.0873978",15
2.09219816982288E+018,"3 : 0.5559454, 3 : 0.06332011, 2 : 0.03318652",15
2.07834225132655E+018,"14 : 0.116492294, 2 : 0.09232466, 7 : 0.0737496",15
2.07193587030656E+018,"2 : 0.87135404, 2 : 0.12712081, 7 : 0.000344944",15
2.06525132951271E+018,"9 : 0.67999285, 3 : 0.23974209, 3 : 0.017496016",15
2.06262199547401E+018,"2 : 0.9666521, 4 : 0.017817661, 2 : 0.0018020986",15
2.05654090618154E+018,"3 : 0.5486252, 3 : 0.105903216, 9 : 0.0449576",15
2.04355142556428E+018,"3 : 0.42746785, 3 : 0.17930324, 3 : 0.06623786",15
2.03352698575533E+018,"3 : 0.3264423, 3 : 0.044549022, 7 : 0.038399465",15
2.025384864427E+018,"3 : 0.106710926, 3 : 0.0794905, 3 : 0.048892364",15
2.02390713343248E+018,"3 : 0.3377182, 3 : 0.299806, 3 : 0.051583927",15
2.02114856285246E+018,"3 : 0.6717588, 3 : 0.04221991, 3 : 0.04117186",15
2.00950890417983E+018,"3 : 0.88936925, 12 : 0.008860936, 3 : 0.0069941664",15
2.00658497145352E+018,"13 : 0.11625637, 2 : 0.10985056, 3 : 0.072199196",15
1.99859961176707E+018,"3 : 0.19073775, 3 : 0.09112363, 3 : 0.058210213",15
1.99510893285651E+018,"5 : 0.50249267, 2 : 0.017964432, 2 : 0.01550005",15
1.99361266516911E+018,"13 : 0.09714045, 14 : 0.06187048, 12 : 0.04296125",15
1.99285274675719E+018,"10 : 0.4979805, 2 : 0.23727015, 3 : 0.07496062",15
1.99065913072275E+018,"2 : 0.6910916, 2 : 0.24814962, 2 : 0.0031481825",15
1.9899484616186E+018,"6 : 0.6397423, 6 : 0.22785711, 6 : 0.018066112",15
1.98922594675144E+018,"3 : 0.32274303, 3 : 0.21262245, 3 : 0.0843177",15
1.98843669452579E+018,"3 : 0.413844, 3 : 0.13360327, 3 : 0.10388922",15
1.98666736187831E+018,"2 : 0.11694001, 14 : 0.052647375, 2 : 0.035014685",15
1.98666717706055E+018,"7 : 0.4741485, 2 : 0.085168704, 12 : 0.034857344",15
1.98666692578813E+018,"2 : 0.16783886, 2 : 0.06190472, 5 : 0.052533947",15
1.98666670308722E+018,"2 : 0.54432434, 2 : 0.055217426, 14 : 0.043517277",15
1.9866664811499E+018,"4 : 0.80039954, 7 : 0.014861392, 2 : 0.014130404",15
1.98666625099998E+018,"2 : 0.23196875, 9 : 0.1185891, 9 : 0.09841133",15
1.9866660261938E+018,"2 : 0.084618405, 9 : 0.050722647, 14 : 0.042383067",15
1.98666580502824E+018,"4 : 0.09567844, 2 : 0.06872292, 2 : 0.0385996",15
1.98666525780556E+018,"2 : 0.38469425, 4 : 0.08595894, 2 : 0.040538955",15
1.98194494263451E+018,"13 : 0.3896211, 13 : 0.08969925, 13 : 0.025302561",15
1.98122567259851E+018,"3 : 0.27743226, 12 : 0.10219131, 3 : 0.10044208",15
1.97837360480849E+018,"2 : 0.11057567, 3 : 0.085032284, 7 : 0.063541725",15
1.976925474888E+018,"2 : 0.8420546, 13 : 0.049055774, 7 : 0.025582276",15
1.97496226472302E+018,"2 : 0.76251936, 3 : 0.052936222, 7 : 0.047546104",15
1.97261366777167E+018,"2 : 0.25239137, 7 : 0.1130974, 3 : 0.08115363",15
1.97175003401146E+018,"3 : 0.47155356, 3 : 0.055441372, 3 : 0.037529346",15
1.96965810805543E+018,"2 : 0.14252655, 13 : 0.07206605, 3 : 0.025389198",15
1.96826105612598E+018,"3 : 0.9259411, 3 : 0.017186232, 3 : 0.006879353",15
1.96677609872314E+018,"2 : 0.6020988, 2 : 0.20325615, 2 : 0.0680289",15
1.96527112348332E+018,"2 : 0.087980874, 2 : 0.034966316, 7 : 0.034786176",15
1.96461020218105E+018,"10 : 0.53190225, 2 : 0.11864032, 2 : 0.074112415",15
1.96321979001079E+018,"3 : 0.10526967, 3 : 0.10404642, 2 : 0.08695008",15
1.96155943930536E+018,"3 : 0.9828022, 3 : 0.008424402, 2 : 0.0017735854",15
1.95812789419238E+018,"3 : 0.72335607, 3 : 0.028694909, 3 : 0.018288957",15
1.95649609768779E+018,"2 : 0.5804523, 7 : 0.19609183, 12 : 0.034053754",15
1.95493505293432E+018,"14 : 0.11675256, 4 : 0.09959322, 2 : 0.036037024",15
1.95307551512631E+018,"10 : 0.22904038, 2 : 0.22456267, 10 : 0.11352711",15
1.95142889527206E+018,"3 : 0.74276865, 3 : 0.030708553, 3 : 0.014533678",15
1.94815698163609E+018,"7 : 0.9915593, 9 : 0.00083374046, 4 : 0.0005518743",15
1.94432891446343E+018,"12 : 0.62749875, 3 : 0.03082082, 3 : 0.02737004",15
1.94149440696597E+018,"3 : 0.5503137, 3 : 0.18618941, 3 : 0.04722453",15
1.94008363031747E+018,"2 : 0.1955412, 4 : 0.14365141, 13 : 0.0645345",15
1.93780677118153E+018,"2 : 0.06075702, 10 : 0.055674925, 7 : 0.043239508",15
1.93692599294339E+018,"2 : 0.1709213, 3 : 0.1163691, 2 : 0.049126867",15
1.93618367199393E+018,"3 : 0.13280524, 3 : 0.10871522, 2 : 0.10107039",15
1.93488998207636E+018,"3 : 0.70770115, 3 : 0.09816284, 2 : 0.03919132",15
1.93417870769214E+018,"8 : 0.22496511, 3 : 0.18425362, 13 : 0.16642213",15
1.93281406177745E+018,"12 : 0.077230446, 12 : 0.07658202, 7 : 0.049328312",15
1.93116528682241E+018,"13 : 0.4088565, 7 : 0.15740515, 13 : 0.031112455",15
1.91978823306173E+018,"3 : 0.9055753, 3 : 0.029869197, 3 : 0.0080588395",15
1.91111386301966E+018,"3 : 0.9088106, 3 : 0.023158154, 2 : 0.016760256",15
1.91111354456308E+018,"3 : 0.4776671, 3 : 0.052125707, 3 : 0.028778879",15
1.89431352133885E+018,"3 : 0.11130964, 3 : 0.08992029, 3 : 0.045406274",15
1.88997676297031E+018,"9 : 0.16444722, 8 : 0.11082867, 8 : 0.05963869",15
1.8833288130153E+018,"12 : 0.30998755, 2 : 0.12455411, 12 : 0.08300774",15
1.87393442162968E+018,"3 : 0.3652093, 3 : 0.2156792, 3 : 0.10644503",15
1.83625771059555E+018,"2 : 0.51135075, 9 : 0.08783228, 8 : 0.010987723",15
1.82617482947307E+018,"3 : 0.5943862, 6 : 0.10230877, 6 : 0.024591506",15
1.80790986906461E+018,"3 : 0.68767047, 7 : 0.045876317, 3 : 0.04304596",15
1.80160522906697E+018,"3 : 0.7892897, 7 : 0.004777715, 7 : 0.0040433216",15
1.79336841997675E+018,"2 : 0.3711912, 7 : 0.04998376, 2 : 0.041290868",15
1.78512531380864E+018,"9 : 0.78706235, 3 : 0.093427554, 12 : 0.050599143",15
1.77622419299648E+018,"3 : 0.44076428, 3 : 0.23740256, 3 : 0.06748281",15
1.7522622658617E+018,"12 : 0.0764019, 7 : 0.045261573, 7 : 0.037110843",15
1.7471952674317E+018,"2 : 0.19038333, 3 : 0.14733362, 3 : 0.13819411",15
1.74707410038208E+018,"9 : 0.26286823, 4 : 0.050692156, 2 : 0.030306136",15
1.74214417199872E+018,"12 : 0.15772846, 2 : 0.14736138, 9 : 0.11530057",15
1.7353438367143E+018,"3 : 0.86606014, 3 : 0.036991544, 3 : 0.0061231363",15
1.73280760680162E+018,"7 : 0.6720156, 3 : 0.109365344, 7 : 0.016221669",15
1.72959922206582E+018,"3 : 0.52452576, 8 : 0.29886207, 3 : 0.017317161",15
1.729582457819E+018,"3 : 0.57138854, 8 : 0.2617355, 3 : 0.015628582",15
1.72731491098529E+018,"3 : 0.17221773, 3 : 0.070024304, 3 : 0.04861144",15
1.72610068074757E+018,"3 : 0.15885219, 7 : 0.12326816, 3 : 0.067906134",15
1.71902015422015E+018,"3 : 0.23441064, 7 : 0.096196614, 7 : 0.05308812",15
1.71678764395981E+018,"13 : 0.16052343, 4 : 0.1350354, 7 : 0.09221844",15
1.69892827118007E+018,"2 : 0.1216845, 2 : 0.076476544, 4 : 0.07320749",15
1.69892239392829E+018,"2 : 0.9048769, 12 : 0.0058232667, 2 : 0.0033488092",15
1.69892145094815E+018,"2 : 0.42449462, 2 : 0.04871426, 7 : 0.04408709",15
1.66098952365471E+018,"13 : 0.4831154, 9 : 0.1950062, 5 : 0.060608525",15
1.65927624351591E+018,"12 : 0.6117765, 7 : 0.023834143, 2 : 0.02150098",15
1.65925448049707E+018,"2 : 0.26559094, 2 : 0.23602533, 7 : 0.14683567",15
1.65782043753343E+018,"7 : 0.2304552, 3 : 0.055387393, 3 : 0.049107376",15
1.65638766292614E+018,"2 : 0.23419385, 2 : 0.22856966, 4 : 0.1436026",15
1.65141299108372E+018,"4 : 0.22386768, 3 : 0.16193862, 2 : 0.12137478",15
1.65086451422279E+018,"3 : 0.7822462, 3 : 0.15242903, 3 : 0.010176933",15
1.62379724565598E+018,"3 : 0.80553406, 3 : 0.065913424, 3 : 0.008865007",15
1.61602575342044E+018,"10 : 0.37127396, 3 : 0.28047982, 2 : 0.050242588",15
1.60577883772622E+018,"11 : 0.19296676, 1 : 0.10514363, 13 : 0.096113734",15
1.59849786762641E+018,"9 : 0.5848272, 13 : 0.047619328, 4 : 0.040343955",15
1.59738811333074E+018,"3 : 0.18234785, 2 : 0.15866749, 3 : 0.0428618",15
1.5768440739515E+018,"3 : 0.1264071, 4 : 0.1246019, 12 : 0.09734775",15
1.52312747798623E+018,"12 : 0.032985084, 4 : 0.025544703, 7 : 0.023853242",15
1.51651102627509E+018,"13 : 0.6907155, 5 : 0.08532647, 10 : 0.039298173",15
1.51159663734376E+018,"7 : 0.41539443, 6 : 0.08897611, 6 : 0.06253201",15
1.50003388757657E+018,"7 : 0.48130915, 3 : 0.100087486, 12 : 0.058248572",15
1.49861970703233E+018,"3 : 0.16711238, 3 : 0.12228133, 3 : 0.074677326",15
1.49196022877271E+018,"2 : 0.063069396, 2 : 0.04220918, 3 : 0.03416235",15
1.47952679728859E+018,"7 : 0.16176893, 3 : 0.12013783, 3 : 0.060752135",15
1.48485479781924E+018,"3 : 0.8494651, 3 : 0.02136657, 3 : 0.016202146",15
1.87339703618442E+018,"1 : 0.78691196, 1 : 0.06173719, 11 : 0.035055492",17
1.87254390147156E+018,"1 : 0.9488518, 1 : 0.003516123, 11 : 0.0011701998",17
1.87138118379782E+018,"1 : 0.3413197, 1 : 0.082220756, 11 : 0.06810174",17
1.86674242940129E+018,"1 : 0.8636704, 1 : 0.094074614, 11 : 0.02474659",17
1.56668854990067E+018,"1 : 0.5496623, 1 : 0.08088702, 11 : 0.016389247",17
1.5655228374771E+018,"1 : 0.27225056, 11 : 0.04883663, 7 : 0.04470552",17
1.56251734997337E+018,"13 : 0.06658119, 1 : 0.05722943, 7 : 0.04602671",17
1.55720651833184E+018,"1 : 0.17172797, 12 : 0.070243806, 5 : 0.061540302",17
1.55665770813911E+018,"9 : 0.6153526, 2 : 0.15064196, 1 : 0.094435796",17
1.55143582794688E+018,"13 : 0.45830587, 13 : 0.1436812, 13 : 0.09015804",17
1.54935807767321E+018,"11 : 0.16175139, 1 : 0.0918437, 11 : 0.05857627",17
1.54811723091902E+018,"1 : 0.90619254, 1 : 0.011591721, 11 : 0.0014590495",17
1.54360695031887E+018,"2 : 0.7184716, 2 : 0.26824826, 3 : 0.005124546",17
1.54200928398047E+018,"1 : 0.48400322, 1 : 0.15257335, 11 : 0.12611376",17
1.52594140202216E+018,"1 : 0.43994722, 11 : 0.053288497, 13 : 0.043758865",17
1.52496749144343E+018,"11 : 0.734373, 1 : 0.041137096, 1 : 0.03754824",17
1.52253099868398E+018,"1 : 0.39146328, 1 : 0.25523314, 11 : 0.10663571",17
1.52100174555545E+018,"5 : 0.09126675, 10 : 0.082269624, 4 : 0.023964498",17
1.52026398113758E+018,"1 : 0.5649414, 2 : 0.04174933, 6 : 0.036558364",17
1.51731172657591E+018,"9 : 0.4028396, 6 : 0.27337933, 6 : 0.054263648",17
1.51385026254436E+018,"6 : 0.8211461, 6 : 0.02724438, 6 : 0.026204575",17
1.51254198397189E+018,"6 : 0.3213492, 6 : 0.28151187, 6 : 0.16153061",17
1.51012922976404E+018,"2 : 0.24868524, 2 : 0.12615669, 6 : 0.08425551",17
1.50505257046053E+018,"1 : 0.59863025, 1 : 0.14103402, 11 : 0.05100938",17
1.50500507849894E+018,"11 : 0.30460307, 1 : 0.24505861, 1 : 0.18690091",17
1.50310272186335E+018,"11 : 0.32215932, 1 : 0.24823077, 1 : 0.18751366",17
1.50282994448784E+018,"11 : 0.84871954, 1 : 0.03181867, 1 : 0.031607836",17
1.49862008135709E+018,"2 : 0.2485888, 3 : 0.0588229, 2 : 0.04993711",17
1.49515971445413E+018,"1 : 0.43129316, 11 : 0.27140865, 1 : 0.08587278",17
1.49285284140002E+018,"1 : 0.35797802, 11 : 0.25998366, 1 : 0.054852203",17
1.48986585976126E+018,"5 : 0.26124895, 7 : 0.13300978, 13 : 0.08865213",17
1.48848974735703E+018,"2 : 0.77532715, 2 : 0.22237827, 7 : 8.986955e-05",17
1.4861959935894E+018,"3 : 0.305152, 3 : 0.08408094, 4 : 0.022125743",17
1.48575750980932E+018,"4 : 0.3883314, 7 : 0.26637474, 13 : 0.096970655",17
1.48490775884296E+018,"6 : 0.5075881, 6 : 0.07261817, 6 : 0.07147658",17
1.4847096589709E+018,"9 : 0.43669987, 9 : 0.09720813, 11 : 0.095848344",17
1.48425867133223E+018,"1 : 0.22802204, 9 : 0.089333594, 8 : 0.06380464",17
1.48415254063533E+018,"7 : 0.5012715, 7 : 0.08272364, 7 : 0.06590541",17
1.48350766475854E+018,"1 : 0.4882373, 11 : 0.22123767, 1 : 0.053582452",17
1.48204028628042E+018,"6 : 0.7748912, 6 : 0.027902655, 6 : 0.014521757",17
1.48109238478279E+018,"6 : 0.30689707, 6 : 0.051417578, 6 : 0.03082615",17
1.48103749491644E+018,"11 : 0.42397127, 1 : 0.33427, 1 : 0.14421237",17
1.48102516498898E+018,"11 : 0.68574613, 9 : 0.20114788, 1 : 0.029755441",17
1.48072178452847E+018,"4 : 0.70265824, 9 : 0.016067373, 1 : 0.014401725",17
1.48070226874326E+018,"1 : 0.5051378, 1 : 0.20277089, 11 : 0.07718612",17
1.48049887862916E+018,"11 : 0.47793767, 1 : 0.13444792, 1 : 0.034572113",17
1.47849835606081E+018,"7 : 0.91819096, 13 : 0.0061859903, 7 : 0.0056580026",17
1.47840786925455E+018,"1 : 0.43441567, 1 : 0.30867824, 11 : 0.1188526",17
1.47701623275894E+018,"1 : 0.5771058, 1 : 0.09068328, 11 : 0.01320546",17
1.47491446436407E+018,"11 : 0.36245805, 1 : 0.17991757, 1 : 0.13737664",17
1.47455237472316E+018,"1 : 0.92481405, 1 : 0.020809447, 11 : 0.015360762",17
1.47454944673689E+018,"1 : 0.40963817, 11 : 0.089423425, 1 : 0.07663098",17
1.47424782931241E+018,"7 : 0.5967189, 2 : 0.07291917, 7 : 0.02566696",17
1.47409352295697E+018,"6 : 0.49283502, 6 : 0.030403003, 6 : 0.021302639",17
1.47403455195718E+018,"8 : 0.3757235, 13 : 0.3340537, 4 : 0.030707493",17
1.47349558885001E+018,"6 : 0.440078, 6 : 0.065871276, 6 : 0.023931509",17
1.47342400026836E+018,"1 : 0.593184, 11 : 0.09581167, 11 : 0.03501672",17
1.47263293404108E+018,"6 : 0.3616568, 6 : 0.19248468, 6 : 0.06876835",17
1.4716767182677E+018,"1 : 0.7961206, 11 : 0.018125013, 1 : 0.017918753",17
1.46958538067253E+018,"9 : 0.18497412, 5 : 0.14318079, 7 : 0.081701666",17
1.46919559232331E+018,"7 : 0.19750997, 2 : 0.17571366, 2 : 0.0705972",17
1.46839878504166E+018,"11 : 0.50580317, 1 : 0.08387319, 1 : 0.052981988",17
1.46749878184201E+018,"11 : 0.14992031, 13 : 0.13815455, 1 : 0.093292095",17
1.46724905544032E+018,"3 : 0.26024204, 4 : 0.08592735, 4 : 0.07108406",17
1.46684906236734E+018,"2 : 0.8543426, 2 : 0.090993434, 2 : 0.009846692",17
1.4655220181699E+018,"1 : 0.20950712, 1 : 0.1720488, 9 : 0.13633649",17
1.46442324443025E+018,"1 : 0.59401786, 11 : 0.2417729, 1 : 0.08130613",17
1.46079867971083E+018,"1 : 0.32457706, 11 : 0.25954244, 1 : 0.1251118",17
1.45928558186694E+018,"1 : 0.5887083, 1 : 0.0842718, 1 : 0.07437376",17
1.45889663914107E+018,"6 : 0.22240496, 6 : 0.18673195, 5 : 0.07517096",17
1.458877116367E+018,"1 : 0.94414294, 1 : 0.021083659, 11 : 0.0026863648",17
1.45869239860697E+018,"11 : 0.40736458, 1 : 0.40035656, 1 : 0.08194161",17
1.45861879797628E+018,"4 : 0.3367077, 7 : 0.10845362, 2 : 0.05810413",17
1.45738197086656E+018,"4 : 0.59055746, 5 : 0.2313223, 4 : 0.008706566",17
1.45531405026296E+018,"1 : 0.75014466, 1 : 0.020643925, 11 : 0.01149681",17
1.45445842647393E+018,"1 : 0.2867529, 1 : 0.2587014, 3 : 0.06887966",17
1.45247531602277E+018,"1 : 0.21111774, 13 : 0.065359734, 11 : 0.057874624",17
1.44855154082138E+018,"1 : 0.2681149, 1 : 0.10868231, 1 : 0.102315724",17
1.44796080767388E+018,"1 : 0.7984194, 1 : 0.052165616, 11 : 0.042265598",17
1.44785052924619E+018,"2 : 0.968491, 8 : 0.0015153742, 8 : 0.0010546449",17
1.44699777866348E+018,"2 : 0.09399194, 12 : 0.07017799, 9 : 0.06808497",17
1.43613610047715E+018,"6 : 0.601373, 6 : 0.32774913, 6 : 0.0041705",17
1.43495386050631E+018,"1 : 0.8649775, 1 : 0.033334415, 11 : 0.024927367",17
1.42531544863895E+018,"9 : 0.3760863, 9 : 0.20687686, 12 : 0.11630867",17
1.42248821252991E+018,"8 : 0.9213493, 8 : 0.003797086, 8 : 0.0024580972",17
2.20903771088149E+018,"3 : 0.17576674, 12 : 0.08762306, 7 : 0.047863636",17
2.20874567211561E+018,"7 : 0.93007326, 2 : 0.026399136, 13 : 0.008690833",17
2.20810452348161E+018,"3 : 0.3756629, 2 : 0.054354846, 2 : 0.028977295",17
2.20755140296523E+018,"7 : 0.8737529, 7 : 0.032863937, 7 : 0.02468239",17
2.20463942595109E+018,"1 : 0.26663175, 5 : 0.06117792, 5 : 0.044610467",17
2.20301535450569E+018,"7 : 0.5004068, 7 : 0.14029491, 7 : 0.035971474",17
2.20300607673874E+018,"7 : 0.80652493, 7 : 0.017832628, 7 : 0.00726397",17
2.19952253214764E+018,"11 : 0.25878537, 7 : 0.21323352, 2 : 0.10273714",17
2.19937892735598E+018,"6 : 0.044231832, 12 : 0.03544359, 5 : 0.032643158",17
2.19741110678031E+018,"7 : 0.6506802, 3 : 0.19197877, 7 : 0.014468069",17
2.1943906673552E+018,"2 : 0.19958255, 2 : 0.12134959, 2 : 0.06884369",17
2.19290163682181E+018,"3 : 0.071582206, 11 : 0.06791543, 2 : 0.06688839",17
2.19212462136144E+018,"1 : 0.43880782, 1 : 0.16067348, 11 : 0.03332394",17
2.19105992747379E+018,"3 : 0.7805889, 2 : 0.07419828, 12 : 0.02432231",17
2.18943332818941E+018,"7 : 0.18620563, 7 : 0.09523976, 7 : 0.041641373",17
2.18928707255739E+018,"3 : 0.76087135, 3 : 0.0134887155, 13 : 0.012363937",17
2.18871824043634E+018,"2 : 0.05928625, 2 : 0.03829517, 7 : 0.036480278",17
2.18858492470814E+018,"12 : 0.07899854, 2 : 0.045319665, 12 : 0.042808067",17
2.18487204521135E+018,"3 : 0.44636178, 2 : 0.077040404, 2 : 0.057097316",17
2.18330256779507E+018,"7 : 0.6686194, 13 : 0.088326424, 1 : 0.028708199",17
2.17984054613762E+018,"11 : 0.22732556, 13 : 0.19230387, 11 : 0.12868655",17
2.17575452771046E+018,"7 : 0.100916214, 2 : 0.09759909, 3 : 0.07409494",17
2.17286615652479E+018,"7 : 0.7825633, 13 : 0.15517639, 7 : 0.011064866",17
2.17141983727553E+018,"13 : 0.2749318, 7 : 0.12573132, 7 : 0.0678797",17
2.17069524517246E+018,"7 : 0.77997255, 2 : 0.031750243, 10 : 0.019164618",17
2.16966915453406E+018,"13 : 0.4374308, 10 : 0.016656028, 2 : 0.014259692",17
2.16915089608942E+018,"12 : 0.17066005, 12 : 0.07027324, 11 : 0.07025677",17
2.16839206396879E+018,"7 : 0.9786511, 13 : 0.01668959, 7 : 0.0009566113",17
2.1674852877066E+018,"7 : 0.42993394, 12 : 0.11556643, 4 : 0.096410625",17
2.16604552694987E+018,"7 : 0.13213807, 7 : 0.085075475, 3 : 0.055357084",17
2.16537589857296E+018,"12 : 0.6980029, 7 : 0.02199814, 11 : 0.01596076",17
2.16482918048422E+018,"2 : 0.13537093, 7 : 0.09969026, 13 : 0.07245117",17
2.16482802517148E+018,"7 : 0.25934288, 14 : 0.09524501, 12 : 0.09249386",17
2.16263336842091E+018,"10 : 0.39275494, 2 : 0.041517086, 2 : 0.034138713",17
2.16100686182277E+018,"2 : 0.18800013, 7 : 0.15787105, 7 : 0.07909992",17
2.160530243321E+018,"11 : 0.1861819, 11 : 0.08651474, 12 : 0.0713136",17
2.15974020349815E+018,"6 : 0.24167442, 7 : 0.1095377, 6 : 0.09256242",17
2.15973322491442E+018,"7 : 0.5149018, 7 : 0.115392715, 7 : 0.084133044",17
2.15908773313698E+018,"7 : 0.47683212, 10 : 0.08906532, 7 : 0.03435959",17
2.15898892926163E+018,"7 : 0.12903865, 7 : 0.104715765, 3 : 0.061897982",17
2.15891417225037E+018,"1 : 0.26480535, 13 : 0.10385069, 7 : 0.07910107",17
2.15747235271071E+018,"7 : 0.24896213, 10 : 0.20904519, 4 : 0.027514515",17
2.15675014960774E+018,"9 : 0.37475994, 13 : 0.04873511, 13 : 0.0438414",17
2.15673930869065E+018,"7 : 0.18912914, 12 : 0.17266524, 1 : 0.060638722",17
2.15357515160675E+018,"12 : 0.57877254, 12 : 0.07013652, 7 : 0.03055967",17
2.15242559663077E+018,"7 : 0.5931522, 7 : 0.074746534, 4 : 0.03673076",17
2.15242282401121E+018,"7 : 0.95050806, 13 : 0.0012297754, 7 : 0.00076696946",17
2.15241882871017E+018,"4 : 0.123161495, 10 : 0.04320086, 2 : 0.03258249",17
2.14968285682214E+018,"2 : 0.9314979, 2 : 0.032573454, 7 : 0.008123177",17
2.14875131955195E+018,"7 : 0.22691137, 7 : 0.17799006, 2 : 0.16623203",17
2.14743459432517E+018,"11 : 0.121979184, 4 : 0.09869103, 9 : 0.09133954",17
2.14519859847262E+018,"2 : 0.3629455, 11 : 0.13191676, 9 : 0.0953218",17
2.14218984710481E+018,"7 : 0.25502947, 10 : 0.13783734, 12 : 0.039684977",17
2.14150322582302E+018,"7 : 0.17019364, 10 : 0.13047022, 10 : 0.11530065",17
2.1401450738417E+018,"1 : 0.24704504, 9 : 0.18122642, 7 : 0.16180225",17
2.13916417196203E+018,"7 : 0.22236197, 2 : 0.048233874, 7 : 0.04230207",17
2.1388340433625E+018,"7 : 0.06870428, 4 : 0.05987441, 7 : 0.034501836",17
2.13873697109339E+018,"3 : 0.9645939, 12 : 0.0034146083, 12 : 0.0032017499",17
2.13867468579006E+018,"1 : 0.5188461, 11 : 0.35874084, 12 : 0.015596475",17
